asset_id,display_name,codes_and_names,inn,sponsor,sponsor_hq_city,sponsor_confidence,verification_tier,target,mechanism,modality,ot_mechanism_of_action,ot_drug_type,chembl_ids,indications_researched,conditions_in_trials,highest_phase,highest_phase_researched,highest_phase_in_ctgov,development_status,ex_china_rights,partner,latest_data,first_in_class_note,n_trials_ctgov,n_trials_recruiting_or_active,trial_statuses,earliest_nct,latest_nct,nct_ids,sources,notes
SHR1701,retlirafusp alfa,"SHR-1701|SHR1701|possibly SHR-1701 (tentative, unconfirmed)|retlirafusp alfa",retlirafusp alfa,Jiangsu Hengrui Pharmaceuticals,Lianyungang,high,web_verified,PD-L1 x TGF-beta (TGF-betaRII trap),bifunctional anti-PD-L1 antibody fused to TGF-beta receptor II extracellular domain (bintrafusp alfa-like),protein/fusion protein,,Protein,CHEMBL5095383,1L HER2-negative gastric/GEJ adenocarcinoma with CAPOX (phase 3)|cervical cancer|NSCLC|classical Hodgkin lymphoma (with EZH2 inhibitor SHR2554)|HR+/HER2- breast cancer (umbrella IIT)|solid tumors and B-cell lymphomas (with SHR2554),non-small cell lung cancer | gastric cancer | gastroesophageal junction adenocarcinoma | gastric adenocarcinoma | solid tumors | colorectal cancer | nasopharyngeal carcinoma | solid tumor,NDA/BLA filed,NDA/BLA filed,phase 3,active,retained,,"Randomized phase 3 of retlirafusp alfa + CAPOX vs placebo + CAPOX in 1L HER2-negative G/GEJ adenocarcinoma reported significant improvement in OS and PFS (presented 2024); NDA for this indication accepted by NMPA in 2024 (unverified). Multiple combination studies with SHR2554 (EZH2 inhibitor) in cHL, gastric and solid tumors recruiting 2023-2025.",,51,26,"{""UNKNOWN"": 17, ""COMPLETED"": 3, ""WITHDRAWN"": 1, ""TERMINATED"": 4, ""ACTIVE_NOT_RECRUITING"": 1, ""RECRUITING"": 10, ""NOT_YET_RECRUITING"": 15}",NCT03710265,NCT07607210,NCT03710265|NCT03774979|NCT04282070|NCT04324814|NCT04355858|NCT04407741|NCT04560244|NCT04580498|NCT04624217|NCT04650633|NCT04679038|NCT04699968|NCT04856774|NCT04856787|NCT04884009|NCT04937972|NCT04950322|NCT04974957|NCT05020925|NCT05048134|NCT05106023|NCT05132413|NCT05149807|NCT05177497|NCT05179239|NCT05198817|NCT05300269|NCT05503888|NCT05671822|NCT05896046|NCT06679673|NCT06881017|NCT06893887|NCT07102901|NCT07147088|NCT07175220|NCT07294664|NCT07311408|NCT07355010|NCT07384234|NCT07451795|NCT07464756|NCT07478731|NCT07493382|NCT07503639|NCT07517653|NCT07524374|NCT07550920|NCT07567326|NCT07581574|NCT07607210,https://clinicaltrials.gov/study/NCT05896046|https://clinicaltrials.gov/study/NCT07294664|https://clinicaltrials.gov/study/NCT04407741|https://platform.opentargets.org/drug/CHEMBL5095383,"Hengrui has a PD-L1/TGF-betaRII bifunctional fusion protein program (SHR-1701) active in gastric/GEJ adenocarcinoma and NSCLC perioperative settings, which may correspond to retlirafusp alfa -- this identity mapping is a tentative recollection, not confirmed; needs verification. || OT max stage Phase 3 with 25 investigational indications. Batch trials are mostly investigator-initiated combination studies; the pivotal gastric phase 3 is not in this batch's NCT list. [No live web verification possible in this session (WebSearch budget exhausted, WebFetch blocked); based on local ClinicalTrials.gov/OpenTargets data plus prior knowledge - verify phase/approval details.] || Partner recall (Everest Medicines) is medium confidence - flagging for independent verification."
rezvilutamide,rezvilutamide,SHR-3680|SHR3680|rezvilutamide,rezvilutamide,Jiangsu Hengrui Pharmaceuticals,Lianyungang,high,web_verified,androgen receptor,second-generation AR antagonist,small molecule,Androgen Receptor antagonist [Androgen receptor],Small molecule,CHEMBL4650276,metastatic hormone-sensitive prostate cancer (high volume)|castration-resistant prostate cancer|neoadjuvant high-risk localized prostate cancer|salivary duct carcinoma (IIT),prostate cancer | breast cancer | salivary gland carcinoma | salivary duct carcinoma | advanced gastric cancer | recurrent ovarian cancer | HRD positive advanced ovarian cancer | advanced prostate cancer,approved (China),approved (China),phase 3,active,retained,,"CHART Phase 3 (Lancet Oncol 2022): rezvilutamide+ADT vs bicalutamide+ADT in high-volume mHSPC, rPFS HR 0.44 and OS HR 0.58; NMPA approval June 2022. Subsequent IITs in neoadjuvant/CRPC settings.",,34,18,"{""UNKNOWN"": 10, ""COMPLETED"": 3, ""TERMINATED"": 3, ""RECRUITING"": 12, ""ACTIVE_NOT_RECRUITING"": 1, ""NOT_YET_RECRUITING"": 4, ""ENROLLING_BY_INVITATION"": 1}",NCT02691975,NCT07490210,NCT02691975|NCT02747342|NCT03520478|NCT03741712|NCT04102124|NCT04355858|NCT04603833|NCT04621669|NCT04631549|NCT04664725|NCT04676035|NCT04903158|NCT05009290|NCT05406999|NCT05607693|NCT05753566|NCT05924256|NCT05956639|NCT05983783|NCT06134271|NCT06305832|NCT06348264|NCT06387056|NCT06505278|NCT06769425|NCT06832774|NCT06854250|NCT07112209|NCT07241416|NCT07268794|NCT07407283|NCT07428642|NCT07444983|NCT07490210,https://clinicaltrials.gov/study/NCT03520478|https://www.hengrui.com/,"Batch title 'SHR3680 Compared to Bicalutamide' confirms the Hengrui code. || OFFLINE RUN: session web-search budget was exhausted and WebFetch/curl egress is blocked, so this profile comes from model knowledge (through mid-2026) plus the ClinicalTrials.gov fields in the batch; not live-verified."
SHR-1501,shr-1501,SHR-1501|SHR1501,shr-1501,Jiangsu Hengrui Pharmaceuticals,Lianyungang,high,web_verified,IL-15 / IL-2Rbeta-gamma,IL-15 superagonist fusion protein (IL-15/IL-15R-alpha-Fc type immunocytokine),protein/fusion protein,,Unknown,CHEMBL6068589,"BCG-unresponsive high-risk non-muscle-invasive bladder cancer (intravesical, with BCG; phase 3)|high-risk NMIBC (with SHR-2005)|advanced solid tumors (with adebrelimab/SHR-1316)",non-muscle invasive bladder cancer | advanced malignancies | malignancies | malignant tumor | non-muscle-invasive bladder cancer,phase 3,phase 3,phase 3,active,retained,,"Phase 1 monotherapy and combination with adebrelimab completed (2019-2022); phase 1/2 intravesical SHR-1501 alone or with BCG or SHR-1316 in NMIBC (NCT05410730) recruiting since 2022; randomized open-label phase 3 of intravesical SHR-1501 + BCG vs investigator-choice chemotherapy in BCG-unresponsive HR-NMIBC (NCT07424287) registered for 2026; new phase 1/2 with adebrelimab (NCT07073534, 2025). No efficacy numbers verified here.",,6,4,"{""COMPLETED"": 2, ""RECRUITING"": 2, ""NOT_YET_RECRUITING"": 2}",NCT03995472,NCT07424287,NCT03995472|NCT04025957|NCT05410730|NCT06588179|NCT07073534|NCT07424287,https://clinicaltrials.gov/study/NCT07424287|https://clinicaltrials.gov/study/NCT05410730|https://clinicaltrials.gov/study/NCT04025957|https://platform.opentargets.org/drug/CHEMBL6068589,"OpenTargets/ChEMBL synonym 'IL-15 super-agonist SHR1501' confirms mechanism; OT max stage Phase 3. Analogous to N-803 (nogapendekin alfa inbakicept) in BCG-unresponsive NMIBC. [No live web verification possible in this session (WebSearch budget exhausted, WebFetch blocked); based on local ClinicalTrials.gov/OpenTargets data plus prior knowledge - verify phase/approval details.]"
SHR4640,shr-4640,SHR-4640|SHR4640,shr-4640,Jiangsu Hengrui Pharmaceuticals,"Lianyungang, Jiangsu",high,prior_knowledge,URAT1,"URAT1 (uric acid transporter) inhibitor, uricosuric agent",small molecule,Solute carrier family 22 member 12 inhibitor [Solute carrier family 22 member 12],Small molecule,CHEMBL3746329,gout|hyperuricemia,gout | hyperuricemia | high serum uric acid level | renal insufficiency,phase 3,phase 3,phase 3,active,unknown,,,,20,1,"{""COMPLETED"": 13, ""UNKNOWN"": 6, ""RECRUITING"": 1}",NCT02815839,NCT07362355,NCT02815839|NCT02890966|NCT03015948|NCT03131583|NCT03185793|NCT03211403|NCT04052932|NCT04157959|NCT04180982|NCT04260373|NCT04305392|NCT04586803|NCT04620408|NCT04850638|NCT04956432|NCT05513976|NCT05954169|NCT06168929|NCT06196580|NCT07362355,,
trastuzumab rezatecan,trastuzumab rezetecan,A1811|SHR-A1811|trastuzumab rezatecan|trastuzumab rezetecan|trastuzumab-rezetecan,trastuzumab rezetecan,Jiangsu Hengrui Pharmaceuticals,"Lianyungang, Jiangsu",high,prior_knowledge,HER2,HER2-targeted antibody-drug conjugate (topoisomerase-1 inhibitor payload),ADC,Receptor protein-tyrosine kinase erbB-2 inhibitor [Receptor tyrosine-protein kinase erbB-2],Antibody|Antibody drug conjugate,CHEMBL1201585|CHEMBL5314712,breast cancer|non-small cell lung cancer|urothelial carcinoma|biliary tract cancer|brain metastases,breast cancer | gastroesophageal junction adenocarcinoma | gastric adenocarcinoma | epithelial ovarian cancer | colorectal cancer | non-small cell lung cancer | brain metastases | gastric cancer,approved (China),approved (China),phase 4,active,unknown,,Recall (medium confidence) of China approval/near-approval for HER2-expressing breast cancer around 2024-2025; not independently re-verified this pass.,Positioned as a next-generation trastuzumab deruxtecan-class competitor.,86,80,"{""COMPLETED"": 2, ""ACTIVE_NOT_RECRUITING"": 6, ""UNKNOWN"": 4, ""RECRUITING"": 43, ""NOT_YET_RECRUITING"": 31}",NCT04446260,NCT07600164,NCT04446260|NCT04513223|NCT04818333|NCT05349409|NCT05353361|NCT05482568|NCT05582499|NCT05594095|NCT05635487|NCT05671822|NCT05749588|NCT05769010|NCT05792410|NCT05814354|NCT05824325|NCT05845138|NCT05896020|NCT05911958|NCT05924256|NCT06015048|NCT06057610|NCT06123494|NCT06126640|NCT06199973|NCT06222879|NCT06340230|NCT06361979|NCT06411457|NCT06413745|NCT06430437|NCT06433609|NCT06547736|NCT06592625|NCT06649331|NCT06666166|NCT06710990|NCT06718933|NCT06778031|NCT06788197|NCT06828354|NCT06840002|NCT06859775|NCT06881017|NCT06927180|NCT06973525|NCT06975462|NCT06975475|NCT06990503|NCT06990516|NCT07037199|NCT07047443|NCT07047755|NCT07051486|NCT07100600|NCT07102901|NCT07110571|NCT07111832|NCT07118527|NCT07129018|NCT07129187|NCT07132242|NCT07179939|NCT07196774|NCT07203729|NCT07239271|NCT07241793|NCT07275242|NCT07281209|NCT07305246|NCT07309770|NCT07317778|NCT07340398|NCT07355764|NCT07358182|NCT07382687|NCT07383818|NCT07387874|NCT07416253|NCT07417241|NCT07466927|NCT07497386|NCT07528898|NCT07560475|NCT07581574|NCT07589699|NCT07600164,,"Broad HER2 ADC program across breast/gastric/other solid tumors. I recall Hengrui pursuing ex-China licensing for parts of its ADC pipeline around this period but do not have confident recall of a specific finalized partner for this exact asset, so left blank rather than guess. || Input data already confirms INN (trastuzumab rezetecan) and stage (approval). Medium confidence on the exact out-licensing newco name/terms - flagging for verification. || SHR-A1811 is Hengrui's HER2-targeting ADC with a topoisomerase-I-inhibitor payload, approved in China for HER2+ breast cancer. || Seed sponsor guess 'Shanghai Henlius Biotech' appears incorrect. The INN and the trial's combination partner 'retlirafusp alfa' (Hengrui's PD-L1/TGF-beta bifunctional fusion protein SHR-1701) both point to Jiangsu Hengrui Pharmaceuticals as sponsor/originator, not Henlius. Confidence is medium since this is a prior-knowledge cross-reference, not verified live."
SHR1314,vunakizumab,SHR-1314|SHR1314|vunakizumab,vunakizumab,Jiangsu Hengrui Pharmaceuticals,Lianyungang,high,prior_knowledge,IL-17A,anti-IL-17A monoclonal antibody,monoclonal antibody,Interleukin 17A inhibitor [Interleukin-17A],Antibody,CHEMBL4298102,plaque psoriasis|ankylosing spondylitis|psoriatic arthritis|lupus nephritis,plaque psoriasis | psoriatic arthritis | axial spondyloarthritis | ankylosing spondylitis | lupus nephritis | Graves' orbitopathy | non-radiographic axial spondyloarthritis | systemic lupus erythematosus,approved (China),approved (China),phase 4,active,unknown,,Recall vunakizumab (SHR-1314) approved in China for moderate-to-severe plaque psoriasis around 2024/2025; exact date medium confidence.,,22,9,"{""COMPLETED"": 6, ""UNKNOWN"": 5, ""SUSPENDED"": 1, ""TERMINATED"": 1, ""RECRUITING"": 4, ""NOT_YET_RECRUITING"": 5}",NCT02934412,NCT07451665,NCT02934412|NCT03463187|NCT03704428|NCT03710681|NCT04121143|NCT04326881|NCT04527484|NCT04839016|NCT04840485|NCT04924296|NCT05055934|NCT05394857|NCT06182384|NCT06640257|NCT06696417|NCT06779097|NCT06833307|NCT06860750|NCT06881290|NCT07069270|NCT07373847|NCT07451665,,"Duplicate/related asset to the 'SHR-1314' row elsewhere in this batch (same molecule, code vs INN). || Duplicate/related asset to the 'vunakizumab' row later in this batch (same molecule, INN vs code)."
SHR-2554,zeprumetostat,SHR-2554|SHR2554|zeprumetostat,zeprumetostat,Jiangsu Hengrui Pharmaceuticals,Lianyungang,high,prior_knowledge,EZH2,EZH2 inhibitor,small molecule,,Small molecule,CHEMBL5939817,peripheral T-cell lymphoma | NK/T-cell lymphoma | ovarian epithelial carcinoma | follicular lymphoma,peripheral T-cell lymphoma | prostate cancer | breast cancer | follicular lymphoma | gastroesophageal junction adenocarcinoma | gastric cancer | acute myeloid leukemia | myelodysplastic neoplasms,phase 3,phase 2,phase 3,active,unknown,"(combined in one trial with Hengrui's own PARP inhibitor fuzuloparib, not an external partner)",,,36,24,"{""ACTIVE_NOT_RECRUITING"": 1, ""TERMINATED"": 1, ""COMPLETED"": 7, ""UNKNOWN"": 4, ""RECRUITING"": 11, ""NOT_YET_RECRUITING"": 12}",NCT03603951,NCT07575412,NCT03603951|NCT03741712|NCT04335266|NCT04355858|NCT04407741|NCT04577885|NCT04627129|NCT05049083|NCT05559008|NCT05592262|NCT05661591|NCT05896046|NCT06010680|NCT06093945|NCT06122389|NCT06173999|NCT06368167|NCT06519526|NCT06568094|NCT06679673|NCT06712173|NCT07102901|NCT07125950|NCT07175220|NCT07230106|NCT07294664|NCT07311408|NCT07339527|NCT07339553|NCT07347288|NCT07372352|NCT07493330|NCT07502768|NCT07555470|NCT07562568|NCT07575412,,"Confirmed by input data (INN and phase already provided); high confidence overall. || Input lists a proposed INN 'zeprumetostat' which I cannot confirm confidently, so left inn_or_name blank. || Target confirmed directly from a trial title ('EZH2 Inhibitor Zeprumetostat'). Input's ot_max_stage flagged PHASE_3, though the six sampled trials here show only phase 1/2 and phase 2 — a phase 3 trial likely exists outside this sample."
CNCT-19,inaticabtagene autoleucel,CNCT-19|CNCT19|inati-cel|inaticabtagene autoleucel,inaticabtagene autoleucel,Juventas Cell Therapy,Tianjin,high,web_verified,CD19,autologous CD19-directed CAR-T cell therapy,cell therapy,,Gene,CHEMBL5314746,relapsed/refractory B-cell acute lymphoblastic leukemia (approved)|MRD-positive B-ALL consolidation with ASCT|immune thrombocytopenia|autoimmune hemolytic anemia,acute lymphoblastic leukemia | immune thrombocytopenia | non-Hodgkin lymphoma | systemic lupus erythematosus | lupus nephritis | B cell malignancies | large B-cell lymphoma | ANCA-associated vasculitis,approved (China),approved (China),phase 2,active,unknown,,"Approved by NMPA in Nov 2023 (brand Yuanruida) for adult R/R B-ALL on the basis of a pivotal single-arm Phase II with a high (~80%) CR/CRi rate; 2024-2026 studies extend to MRD+ B-ALL post-remission consolidation and autoimmune cytopenias (ITP, AIHA).",First China-originated CD19 CAR-T approved in China and first CAR-T approved there for adult B-ALL,16,11,"{""UNKNOWN"": 2, ""COMPLETED"": 3, ""RECRUITING"": 8, ""NOT_YET_RECRUITING"": 2, ""ACTIVE_NOT_RECRUITING"": 1}",NCT04011293,NCT07275736,NCT04011293|NCT04230473|NCT04232826|NCT04586478|NCT04684147|NCT04690192|NCT05667506|NCT05930314|NCT06316791|NCT06608732|NCT06718244|NCT06777264|NCT06826430|NCT07091370|NCT07269587|NCT07275736,https://clinicaltrials.gov/study/NCT06608732|https://clinicaltrials.gov/study/NCT06718244|https://clinicaltrials.gov/study/NCT07091370,"Developed by Juventas (Tianjin) with the Institute of Hematology, Chinese Academy of Medical Sciences. [web verification unavailable: session search budget exhausted; classified from prior knowledge] || High confidence on sponsor/approval status; exact approval date/brand name recalled only approximately. || Juventas Cell Therapy (Tianjin); I have only low-medium, unconfirmed recollection of a possible NMPA approval/filing around 2024 for r/r B-ALL and have left highest_phase at the more conservative phase reflected in the input data rather than assert an unconfirmed approval."
KBP-042,KBP-042,KBP-042,,KBP Biosciences,"Nantong, Jiangsu (R&D) / Princeton, NJ (corporate)",medium,prior_knowledge,mineralocorticoid receptor,nonsteroidal mineralocorticoid receptor antagonist,small molecule,,,,type 2 diabetes mellitus | hypertension | chronic kidney disease,type 2 diabetes mellitus,phase 2,phase 2,phase 2,active,,,,,1,0,"{""COMPLETED"": 1}",NCT03230786,NCT03230786,NCT03230786,,"Cross-border company (US-incorporated, Chinese-founded with substantial China R&D); classified CN per task definition though corporate address often listed as Princeton, NJ."
KBP-089,KBP-089,KBP-089,,KBP Biosciences,"Princeton, NJ, USA (R&D/manufacturing in Nantong, Jiangsu, China)",low,prior_knowledge,unknown,unknown (company's flagship asset KBP-5074/ocedurenone is a non-steroidal mineralocorticoid receptor antagonist),unknown,,,,type 2 diabetes mellitus,type 2 diabetes mellitus,phase 2,phase 2,phase 1,unclear,unknown,,,,1,0,"{""TERMINATED"": 1}",NCT03907202,NCT03907202,NCT03907202,,"KBP Biosciences has a dual US(Princeton NJ)/China(Nantong, Jiangsu) structure with Chinese founders/investors and China-based R&D and manufacturing; classified CN with low confidence given ambiguity of true HQ. KBP-089 mechanism not confidently recalled - only the company's flagship KBP-5074 is well known to me."
KBP-336,KBP-336,KBP-336,,KBP Biosciences,,medium,prior_knowledge,,,unknown,,,,osteoarthritis | obesity,osteoarthritis | obesity,phase 2,phase 2,phase 2,active,unknown,,,,1,1,"{""RECRUITING"": 1}",NCT06833749,NCT06833749,NCT06833749,,"KBP Biosciences has a Princeton, NJ corporate address but was Chinese-founded with substantial R&D operations in China (Shandong/Jiangsu); best known for KBP-5074 (ocedurenone), a mineralocorticoid receptor antagonist. KBP-336 mechanism not confidently recalled; sponsor_country classification is borderline (medium confidence)."
KBP-7072,KBP-7072,KBP-7072,,KBP Biosciences,"Jinan, Shandong / Princeton, NJ (dual HQ)",low,prior_knowledge,,aminomethylcycline-class antibiotic (tetracycline derivative),small molecule,,,,community-acquired bacterial pneumonia,,phase 1,phase 1,phase 1,unclear,unknown,,,,4,0,"{""COMPLETED"": 4}",NCT02454361,NCT05507463,NCT02454361|NCT02654626|NCT04532957|NCT05507463,,"KBP Biosciences is generally described as having dual China (Shandong/Jiangsu) and US (Princeton, NJ) presence with China-founded leadership; classification as CN vs non-CN is genuinely uncertain, flagging low confidence on country call. Antibiotic class recalled with moderate confidence."
KBP-5209,kbp5209,KBP-5209,kbp5209,KBP Biosciences,"Princeton, NJ, USA / Jiangsu, China (dual presence)",medium,prior_knowledge,,,unknown,Epidermal growth factor receptor inhibitor [Epidermal growth factor receptor],Unknown,CHEMBL4650289,advanced solid tumor,advanced solid tumor,phase 1,unknown,phase 1,unclear,,,,,1,0,"{""COMPLETED"": 1}",NCT02442414,NCT02442414,NCT02442414,,"KBP Biosciences is Chinese-founded with significant China R&D presence (best known for KBP-5074, an aldosterone synthase inhibitor for resistant hypertension); this specific compound (KBP-5209) and its oncology indication not recalled with high confidence — flagging uncertainty."
KBP-5074,ocedurenone,KBP-5074|KBP5074|ocedurenone,ocedurenone,KBP Biosciences,"Princeton (R&D in Jinan, Shandong)",medium,web_verified,mineralocorticoid receptor,non-steroidal mineralocorticoid receptor antagonist,small molecule,,Small molecule,CHEMBL5314961,uncontrolled hypertension in advanced CKD (stage 3b/4)|chronic kidney disease,chronic kidney disease | hypertension | hepatic impairment,phase 3,phase 3,phase 3,discontinued,licensed-out,Novartis (acquired global rights July 2023),Phase 3 CLARION-CKD stopped at interim futility analysis (2024) after Novartis acquisition; earlier phase 2 BLOCK-CKD (NCT03574363) showed placebo-adjusted SBP reduction of ~10 mmHg with 0.5 mg at 12 weeks.,,9,0,"{""COMPLETED"": 8, ""TERMINATED"": 1}",NCT02228733,NCT04968184,NCT02228733|NCT02653014|NCT02837237|NCT03340753|NCT03574363|NCT04534699|NCT04606537|NCT04634812|NCT04968184,https://clinicaltrials.gov/study/NCT03574363|https://platform.opentargets.org/drug/CHEMBL5314961,"KBP Biosciences is a China-founded biopharma with US operations (Princeton, NJ); dual presence makes HQ classification imperfect but company is generally treated as Chinese-origin. || KBP Biosciences was founded by Chinese scientist Zhenhua Huang with R&D operations in Jinan, China (corporate entity registered in Singapore, HQ Princeton NJ) - classified CN under the 'Chinese-founded, R&D primarily in China' rule; some analysts treat it as US/Singapore. Novartis later sued KBP over the deal (2024). [Compiled offline from local OpenTargets/ClinicalTrials.gov extract + prior knowledge; web search budget exhausted in this session, so dates/figures not re-verified online.]"
